id,danjia,zongjia,quyu,xiaoqu,huxing,louceng,jianmian,jiegou,taoneimianji,jianzhuleixing,chaoxiang,jianzhujiegou,zhuangxiu,tihubili,dianti,chanquan,guapaishijian,jiaoyiquanshu,shangcijiaoyi,fangwuyongtu,fangwunianxian,chanquansuoshu,diyaxinxi,create_time
108400470815,21081,190万,增城 新塘北,锦绣天伦花园,3室2厅1厨1卫,低楼层 (共33层),90.13㎡,平层,74.77㎡,塔楼,南,钢混结构,精装,两梯六户,有,70年,2019-06-06,商品房,2016-02-05,普通住宅,满两年,非共有,有抵押 31万元 客户偿还,2020-01-16 15:14:20
108400789646,46252,335万,越秀 五羊新城,东兴小区,2室1厅1厨1卫,高楼层 (共9层),72.43㎡,平层,69.86㎡,塔楼,西南,钢混结构,简装,一梯四户,无,70年,2019-11-05,商品房,2006-01-20,普通住宅,满五年,共有,无抵押,2020-01-16 15:14:21
108400813619,21046,225万,增城 凤凰城,碧桂园凤凰城凤锦苑,3室2厅1厨1卫,中楼层 (共24层),106.91㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019-11-17,商品房,2016-05-06,普通住宅,满两年,非共有,有抵押 60万元,2020-01-16 15:14:22
108400348391,43248,350万,白云 京溪,天河御品,2室2厅1厨1卫,低楼层 (共25层),80.93㎡,平层,62.41㎡,塔楼,东,钢混结构,精装,两梯六户,有,70年,2019-04-03,商品房,2012-07-03,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:24
108400678518,19065,185万,增城 凤凰城,碧桂园凤凰城凤馨苑,2室1厅1厨1卫,低楼层 (共18层),97.04㎡,平层,79.19㎡,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019-09-14,商品房,2009-12-29,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:25
108400911682,28508,191万,黄埔 大沙地,三角楼,3室1厅1厨1卫,中楼层 (共6层),67㎡,平层,暂无数据,板楼,西南,混合结构,精装,一梯三户,无,70年,2019-12-30,商品房,2017-04-11,普通住宅,满两年,非共有,无抵押,2020-01-16 15:14:27
108400750205,33126,228万,荔湾 龙津,世纪广场世和街,3室2厅1厨1卫,中楼层 (共9层),68.83㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,一梯十五户,无,70年,2019-10-18,商品房,2017-11-06,普通住宅,满两年,非共有,无抵押,2020-01-16 15:14:28
108400759855,50602,248万,番禺 桥南,万科金色城品,3室2厅1厨2卫,高楼层 (共8层),49.01㎡,复式,38.26㎡,塔楼,北,钢混结构,精装,一梯六户,有,70年,2019-10-22,商品房,2011-03-24,普通住宅,满五年,非共有,有抵押 50万元,2020-01-16 15:14:30
108400777605,42079,460万,荔湾 中山八,富力广场B区,3室2厅1厨1卫,高楼层 (共23层),109.32㎡,平层,90.98㎡,塔楼,西南,钢混结构,精装,两梯八户,有,70年,2019-10-31,商品房,2002-10-11,普通住宅,满五年,共有,无抵押,2020-01-16 15:14:31
108400679303,17135,138万,增城 新塘北,富雅都市华庭,2室2厅1厨1卫,中楼层 (共11层),80.54㎡,平层,68.75㎡,塔楼,北,钢混结构,精装,一梯四户,有,70年,2019-09-14,商品房,2017-08-30,普通住宅,满两年,非共有,无抵押,2020-01-16 15:14:32
108400810919,57273,630万,天河 华景新城,华景新城陶然庭园,3室2厅1厨2卫,高楼层 (共36层),110㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯六户,有,70年,2019-11-15,商品房,2016-05-15,普通住宅,满两年,非共有,有抵押 480万元,2020-01-16 15:14:33
108400770864,37591,312万,白云 同和,时代花生Ⅱ,2室2厅1厨1卫,高楼层 (共32层),83㎡,平层,63.76㎡,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019-10-27,商品房,2016-05-30,普通住宅,满两年,非共有,无抵押,2020-01-16 15:14:34
108400591427,29822,210万,番禺 市桥北,温馨里,2室1厅1厨1卫,中楼层 (共11层),70.42㎡,平层,58.76㎡,塔楼,南,钢混结构,精装,一梯四户,有,70年,2019-08-04,商品房,2017-08-22,普通住宅,满两年,非共有,有抵押 80万元,2020-01-16 15:14:36
108400884244,37221,308万,荔湾 南岸路,南源花园,2室1厅1厨1卫,中楼层 (共17层),82.75㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯九户,有,70年,2019-12-17,商品房,2007-01-30,普通住宅,满五年,共有,无抵押,2020-01-16 15:14:37
108400729693,33343,255万,天河 天河客运站,南兴花园(天河区),2室1厅1厨1卫,中楼层 (共18层),76.48㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯七户,有,70年,2019-10-09,商品房,2009-04-24,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:38
108400895173,35945,190万,荔湾 龙津,华贵路,2室1厅1厨1卫,中楼层 (共9层),52.86㎡,平层,51㎡,塔楼,北,钢混结构,精装,一梯六户,无,70年,2019-12-21,商品房,2017-11-30,普通住宅,满两年,共有,有抵押 100万元 农业银行 业主自还,2020-01-16 15:14:39
108400755606,34154,293万,黄埔 香雪,万科东荟城,3室2厅1厨1卫,低楼层 (共33层),85.79㎡,平层,69.21㎡,塔楼,北,钢混结构,精装,两梯四户,有,70年,2019-10-21,商品房,2017-10-20,普通住宅,满两年,共有,有抵押 60万元 工商 客户偿还,2020-01-16 15:14:41
108400865176,26658,195万,番禺 亚运城,亚运城媒体南村,2室2厅1厨1卫,低楼层 (共15层),73.15㎡,平层,56.3㎡,塔楼,北,钢混结构,简装,两梯四户,有,70年,2019-12-09,商品房,2012-10-31,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:42
108400501526,23504,210万,南沙 金洲,越秀滨海悦城,2室2厅1厨1卫,高楼层 (共31层),89.35㎡,平层,73.02㎡,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019-06-22,商品房,2017-08-30,普通住宅,满两年,共有,有抵押 50万元,2020-01-16 15:14:43
108400870397,42858,330万,荔湾 龙津,宝盛新家园,2室1厅1厨1卫,中楼层 (共28层),77㎡,平层,62.11㎡,塔楼,东南,钢混结构,简装,两梯八户,有,70年,2019-12-11,商品房,2019-09-01,普通住宅,未满两年,共有,无抵押,2020-01-16 15:14:44
108400406699,36721,335万,白云 新市,紫薇花园,3室2厅1厨1卫,低楼层 (共18层),91.23㎡,平层,77.12㎡,塔楼,东南 南,钢混结构,精装,两梯四户,有,70年,2019-05-03,商品房,2011-03-22,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:45
108400781855,29417,195万,白云 景泰,百事佳新村A区,2室1厅1厨1卫,中楼层 (共7层),66.29㎡,平层,暂无数据,塔楼,东,钢混结构,简装,一梯四户,有,70年,2019-11-01,商品房,2016-10-24,普通住宅,满两年,非共有,有抵押 53万元 工商银行 客户偿还,2020-01-16 15:14:48
108400789441,20315,129万,荔湾 龙津,龙津东路,2室1厅1厨1卫,高楼层 (共9层),63.5㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,一梯五户,无,70年,2019-11-05,商品房,2002-08-08,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:49
108400534359,31199,225万,越秀 水荫,水荫路,3室1厅1厨1卫,中楼层 (共9层),72.12㎡,平层,65.16㎡,塔楼,南,钢混结构,简装,一梯三户,无,70年,2019-07-08,商品房,1996-10-21,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:50
108400836221,29129,154万,白云 机场路,百荣园,2室1厅1厨1卫,低楼层 (共9层),52.87㎡,平层,46.95㎡,塔楼,北,钢混结构,简装,一梯六户,无,70年,2019-11-27,商品房,2010-06-23,普通住宅,满五年,非共有,有抵押 18万元,2020-01-16 15:14:51
108400852434,25707,200万,番禺 桥南,番禺奥林匹克花园,2室2厅1厨1卫,中楼层 (共6层),77.8㎡,错层,63.69㎡,板楼,南,钢混结构,简装,一梯两户,无,70年,2019-12-03,商品房,2017-11-01,普通住宅,满两年,非共有,有抵押 110万元 中国工行 客户偿还,2020-01-16 15:14:52
108400747902,31500,126万,越秀 越秀南,德政南路,2室1厅1厨1卫,中楼层 (共4层),40㎡,平层,39.6㎡,暂无数据,东南,未知结构,精装,一梯两户,暂无数据,70年,2019-10-17,商品房,2017-03-27,普通住宅,满两年,非共有,无抵押,2020-01-16 15:14:54
108400648849,45429,318万,越秀 五羊新城,寺右新马路,2室2厅1厨1卫,中楼层 (共9层),70㎡,平层,61㎡,塔楼,北,钢混结构,精装,一梯四户,无,70年,2019-08-31,商品房,2000-05-23,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:55
108400713181,45732,165万,越秀 建设路,拥翠小区,3室1厅1厨1卫,高楼层 (共7层),36.08㎡,平层,暂无数据,板楼,西南,混合结构,精装,一梯三户,无,70年,2019-09-29,房改房,2017-08-23,普通住宅,满两年,非共有,无抵押,2020-01-16 15:14:56
108400685400,25012,110万,荔湾 汾水,鸿图苑,2室1厅1厨1卫,高楼层 (共9层),43.98㎡,平层,40㎡,塔楼,东,钢混结构,简装,一梯五户,无,70年,2019-09-17,商品房,2013-03-28,普通住宅,满五年,非共有,无抵押,2020-01-16 15:14:57
108400703521,33699,163万,天河 珠江新城西,富力盈丰大厦,1室0厅1厨1卫,低楼层 (共29层),48.37㎡,平层,35.54㎡,塔楼,东,钢混结构,精装,六梯五十一户,有,50年,2019-09-26,商品房,2013-01-24,商住两用,满五年,非共有,无抵押,2020-01-16 15:14:58
108400875561,26339,248万,番禺 桥南,番禺海伦堡御院,3室2厅1厨2卫,高楼层 (共7层),94.16㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯四户,无,70年,2019-12-13,商品房,2008-08-08,普通住宅,满五年,共有,无抵押,2020-01-16 15:14:59
108400887666,28209,180万,白云 新市,汇侨新城南区,2室1厅1厨1卫,中楼层 (共17层),63.81㎡,平层,54.57㎡,塔楼,东,钢混结构,其他,两梯十一户,有,70年,2019-12-19,商品房,2013-12-18,普通住宅,满五年,非共有,有抵押 25万元 工商银行 客户偿还,2020-01-16 15:15:01
108400849640,38620,470万,番禺 星河湾,广州星河湾畅心园,3室2厅1厨2卫,高楼层 (共9层),121.7㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯四户,有,70年,2019-12-03,商品房,2017-06-12,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:02
108400644928,22903,235万,增城 白江,碧桂园豪进广场,3室2厅1厨1卫,中楼层 (共30层),102.61㎡,平层,79.32㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019-08-29,商品房,2016-07-03,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:03
108400881030,34247,505万,越秀 淘金,恒福阁,3室2厅1厨2卫,低楼层 (共36层),147.46㎡,平层,暂无数据,塔楼,北,钢混结构,精装,三梯六户,有,70年,2019-12-16,商品房,2011-01-21,普通住宅,满五年,非共有,有抵押 95万元,2020-01-16 15:15:04
108400707331,47423,460万,荔湾 广钢新城,保利葛洲坝海德公馆,3室2厅1厨1卫,低楼层 (共28层),97㎡,平层,76.26㎡,塔楼,东南,钢混结构,精装,三梯四户,有,70年,2019-09-27,商品房,2019-10-01,普通住宅,未满两年,非共有,有抵押 87万元,2020-01-16 15:15:06
108400628834,19018,165万,花都 铁路西,保利悦廷,3室2厅1厨1卫,高楼层 (共21层),86.76㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019-08-22,商品房,2017-11-16,普通住宅,满两年,共有,有抵押 60万元 中国银行 客户偿还,2020-01-16 15:15:07
108400320063,34980,328万,白云 金沙洲,保利西海岸汇海花园,3室2厅1厨2卫,高楼层 (共26层),93.77㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019-03-20,商品房,2015-12-29,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:08
108400546820,49358,488万,越秀 东风东,吉林大厦,2室1厅1厨1卫,中楼层 (共10层),98.87㎡,平层,87.8㎡,塔楼,南,钢混结构,简装,一梯三户,无,70年,2019-07-14,商品房,2014-09-24,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:09
108400384827,40955,206万,天河 石牌,易通大厦,1室0厅1厨1卫,低楼层 (共31层),50.3㎡,平层,36.24㎡,塔楼,北,钢混结构,简装,四梯二十一户,有,70年,2019-04-22,商品房,2011-01-27,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:11
108400696250,18996,172万,增城 新塘北,锦绣天伦花园,3室2厅1厨1卫,高楼层 (共32层),90.55㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,70年,2019-09-22,商品房,2014-12-10,普通住宅,满五年,非共有,有抵押 40万元,2020-01-16 15:15:12
108400774661,31409,248万,黄埔 大沙地,怡园小区,2室1厅1厨1卫,高楼层 (共8层),78.96㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯四户,有,70年,2019-10-29,商品房,2017-11-03,普通住宅,满两年,非共有,有抵押 80万元 中国银行,2020-01-16 15:15:13
108400861446,27657,139万,荔湾 和平西,和平西路,2室1厅1厨1卫,中楼层 (共8层),50.26㎡,平层,45.41㎡,塔楼,南,砖混结构,简装,一梯四户,无,70年,2019-12-07,商品房,2007-06-13,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:14
108400801328,35975,168万,越秀 农讲所,中山四路榨粉街,2室1厅1厨1卫,高楼层 (共8层),46.7㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,一梯四户,无,70年,2019-11-11,房改房,1993-09-27,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:16
108400848415,43094,195万,天河 车陂,翠拥华庭锋尚,1室1厅1厨1卫,中楼层 (共27层),45.25㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯九户,有,70年,2019-12-03,商品房,2016-11-21,普通住宅,满两年,非共有,有抵押 91万元 中信银行 金融公司垫资,2020-01-16 15:15:18
108400886489,35832,98万,海珠 金碧,金碧花园第一金碧,1室0厅1厨1卫,高楼层 (共22层),27.35㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯九户,有,70年,2019-12-18,商品房,2016-05-14,普通住宅,满两年,非共有,有抵押 40万元 兴业银行 业主自还,2020-01-16 15:15:19
108400874252,32591,174万,番禺 祈福新村,祈福缤纷汇,2室1厅1厨1卫,中楼层 (共33层),53.39㎡,平层,暂无数据,塔楼,西,钢混结构,精装,三梯十户,有,70年,2019-12-13,商品房,2018-07-13,普通住宅,未满两年,非共有,有抵押 60万元 中国银行 业主自还,2020-01-16 15:15:20
108400093604,49275,275万,白云 京溪,恒骏花园香柏广场,1室1厅1厨1卫,低楼层 (共30层),55.81㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,70年,2018-10-16,商品房,2013-09-29,普通住宅,满五年,共有,无抵押,2020-01-16 15:15:21
108400838846,26751,55万,海珠 工业大道北,工业大道北,1室1厅1厨1卫,低楼层 (共1层),20.56㎡,平层,暂无数据,板楼,东,砖混结构,精装,一梯一户,暂无数据,70年,2019-11-28,商品房,2017-11-28,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:22
108400820638,43269,340万,越秀 建设路,黄华路,3室1厅1厨1卫,中楼层 (共9层),78.58㎡,平层,70.95㎡,塔楼,南,钢混结构,简装,一梯六户,无,70年,2019-11-20,商品房,1996-07-10,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:24
108400713462,11428,108万,南沙 进港大道,南沙裕兴花园,3室2厅1厨1卫,高楼层 (共8层),94.51㎡,平层,84.6㎡,塔楼,南,钢混结构,简装,一梯两户,无,70年,2019-09-30,商品房,2012-04-11,普通住宅,满五年,共有,无抵押,2020-01-16 15:15:25
108400842904,24359,133万,番禺 市桥,鸿福花园(番禺),2室1厅1厨1卫,中楼层 (共8层),54.6㎡,平层,45.88㎡,塔楼,东南,钢混结构,精装,一梯四户,无,70年,2019-11-30,商品房,2016-09-02,普通住宅,满两年,非共有,有抵押 55万元 工行 业主自还,2020-01-16 15:15:26
108400795150,28713,87万,荔湾 人民路,仁济西路,1室1厅1厨1卫,中楼层 (共5层),30.3㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯三户,无,70年,2019-11-08,商品房,2007-11-02,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:28
108400087848,59607,309万,天河 天润路,东方之珠花园,1室1厅1厨1卫,高楼层 (共28层),51.84㎡,平层,45㎡,塔楼,南,钢混结构,精装,三梯十二户,有,70年,2018-10-12,商品房,2016-11-01,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:29
108400857996,15917,122万,增城 新塘南,嘉骏豪苑,2室1厅1厨1卫,低楼层 (共19层),76.65㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,70年,2019-12-06,商品房,2018-01-12,普通住宅,满两年,非共有,有抵押 30万元 工行 客户偿还,2020-01-16 15:15:30
108400393786,22086,103.8万,增城 白江,新都盛世名门宏城汇,1室1厅1厨1卫,中楼层 (共22层),47㎡,平层,暂无数据,板楼,南,钢混结构,简装,三梯十二户,有,70年,2019-04-26,商品房,2017-04-12,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:32
108400885125,35439,257万,白云 黄边,时代玫瑰园,2室2厅1厨1卫,高楼层 (共13层),72.52㎡,平层,59.51㎡,塔楼,西南,钢混结构,简装,两梯七户,有,70年,2019-12-18,商品房,2017-01-06,普通住宅,满两年,非共有,有抵押 120万元 金融公司垫资,2020-01-16 15:15:34
108400606491,31606,239万,黄埔 黄埔区府,怡港花园,2室1厅1厨1卫,高楼层 (共9层),75.62㎡,平层,65.55㎡,塔楼,西,钢混结构,简装,一梯四户,无,70年,2019-08-11,商品房,2017-03-02,普通住宅,满两年,非共有,有抵押 20万元,2020-01-16 15:15:35
108400783480,31692,128万,海珠 沙园,沙园沙园八街,2室1厅1厨1卫,中楼层 (共6层),40.39㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯四户,无,70年,2019-11-02,商品房,1990-10-01,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:36
108400696641,25722,107万,白云 同德围,富林居,2室1厅1厨1卫,低楼层 (共9层),41.6㎡,平层,36.23㎡,塔楼,东,钢混结构,简装,一梯三户,无,70年,2019-09-22,商品房,2015-08-12,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:37
108400519488,25965,243万,番禺 亚运城,亚运城媒体南村,3室2厅1厨1卫,中楼层 (共22层),93.59㎡,平层,66.02㎡,塔楼,西南,钢混结构,精装,两梯四户,有,70年,2019-07-01,商品房,2015-08-06,普通住宅,满两年,共有,有抵押 60万元 60 业主自还,2020-01-16 15:15:39
108400897989,30770,240万,番禺 祈福新村,祈福新村天湖居,2室2厅1厨1卫,中楼层 (共19层),78㎡,平层,64.36㎡,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019-12-23,商品房,2015-03-23,普通住宅,满两年,非共有,有抵押 42万元 业主自还,2020-01-16 15:15:40
108400934167,51712,485万,天河 粤垦,广东工业大学五山教师村,3室2厅1厨1卫,低楼层 (共9层),93.79㎡,平层,83.59㎡,塔楼,北,钢混结构,精装,一梯四户,有,70年,2020-01-09,商品房,2001-01-01,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:41
108400559639,22706,165万,白云 机场路,晓翠苑,2室1厅1厨1卫,高楼层 (共15层),72.67㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯六户,有,70年,2019-07-20,商品房,2011-10-17,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:42
108400790399,35959,336万,番禺 祈福新村,祈福缤纷汇,3室2厅1厨2卫,高楼层 (共33层),93.44㎡,平层,74.72㎡,塔楼,南 西南,钢混结构,简装,三梯十户,有,70年,2019-11-06,商品房,2018-02-11,普通住宅,未满两年,共有,有抵押 200万元 客户偿还,2020-01-16 15:15:44
108400761737,37766,355万,荔湾 坑口,四季花园,3室2厅1厨1卫,高楼层 (共18层),94㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,70年,2019-10-23,商品房,2011-07-19,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:45
108400573942,26675,192万,番禺 大石,今日丽舍,2室1厅1厨1卫,低楼层 (共23层),71.98㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯十户,有,70年,2019-07-27,商品房,2017-06-08,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:46
108400769821,25330,302万,南沙 金洲,越秀滨海隽城,3室2厅1厨2卫,低楼层 (共16层),119.23㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯三户,有,70年,2019-10-27,商品房,2014-08-18,普通住宅,满五年,共有,无抵押,2020-01-16 15:15:47
108400668280,16667,135万,增城 荔城西区,锦绣御景苑三期,2室1厅1厨1卫,中楼层 (共11层),81㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019-09-08,商品房,2014-01-22,普通住宅,满五年,非共有,有抵押 40万元 中国银行 客户偿还,2020-01-16 15:15:48
108400910922,21325,152万,荔湾 流花站前,环市西路,2室1厅1厨1卫,高楼层 (共9层),71.28㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯十三户,暂无数据,70年,2019-12-29,商品房,2002-12-30,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:50
108400799125,18450,202万,南沙 进港大道,南沙时代,3室2厅1厨1卫,高楼层 (共29层),109.49㎡,平层,85.85㎡,塔楼,南,钢混结构,精装,两梯六户,有,70年,2019-11-10,商品房,2017-12-12,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:51
108400630091,13585,226万,增城 新塘南,锦绣新天地,5室2厅1厨2卫,中楼层 (共28层),166.37㎡,平层,142.23㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019-08-22,商品房,2014-01-09,普通住宅,满五年,非共有,无抵押,2020-01-16 15:15:52
108400831956,39297,230万,白云 京溪,恒骏花园,2室1厅1厨1卫,低楼层 (共13层),58.53㎡,平层,暂无数据,平房,北,钢混结构,精装,一梯五户,有,70年,2019-11-25,商品房,2016-11-29,普通住宅,满两年,非共有,有抵押 40万元,2020-01-16 15:15:53
108400896210,25222,250万,番禺 亚运城,亚运城天誉,2室2厅1厨1卫,中楼层 (共54层),99.12㎡,平层,78.24㎡,塔楼,西南,钢混结构,精装,四梯六户,有,70年,2019-12-22,商品房,2017-09-06,普通住宅,满两年,共有,有抵押,2020-01-16 15:15:55
108400841000,35122,275万,荔湾 滘口,新世界逸彩庭园,2室1厅1厨1卫,高楼层 (共19层),78.3㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯七户,有,70年,2019-11-29,商品房,2004-12-02,普通住宅,满五年,共有,无抵押,2020-01-16 15:15:56
108400768373,41290,410万,黄埔 黄埔区府,中鼎君和名城,3室2厅1厨2卫,低楼层 (共33层),99.3㎡,平层,80.35㎡,塔楼,南,钢混结构,精装,三梯十户,有,70年,2019-10-26,商品房,2017-12-04,普通住宅,满两年,共有,无抵押,2020-01-16 15:15:57
108400580708,59740,495万,越秀 环市东,农本新村,3室2厅1厨1卫,低楼层 (共8层),82.86㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯三户,无,70年,2019-07-30,商品房,2015-10-28,普通住宅,满两年,非共有,无抵押,2020-01-16 15:15:58
108400633084,42559,187万,越秀 五羊新城,五羊小区,2室1厅1厨1卫,高楼层 (共9层),43.94㎡,平层,40.37㎡,塔楼,东南,钢混结构,简装,一梯六户,无,70年,2019-08-24,商品房,2016-08-04,普通住宅,满两年,共有,无抵押,2020-01-16 15:15:59
108400216699,30773,165万,海珠 金碧,侨诚花园夏晖苑,2室1厅1厨1卫,高楼层 (共9层),53.62㎡,平层,48.82㎡,塔楼,东南,钢混结构,精装,一梯八户,无,70年,2019-01-09,商品房,2010-08-30,普通住宅,满五年,非共有,有抵押 18万元,2020-01-16 15:16:00
108400522626,16736,150万,增城 白江,新康花园,2室2厅1厨1卫,中楼层 (共11层),89.63㎡,平层,暂无数据,塔楼,北,钢混结构,简装,一梯四户,有,70年,2019-07-02,商品房,2016-07-03,普通住宅,满两年,共有,有抵押 60万元,2020-01-16 15:16:02
108400476592,46925,386万,天河 东圃,城市假日园,3室2厅1厨1卫,中楼层 (共16层),82.26㎡,平层,62㎡,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019-06-09,商品房,2019-06-05,普通住宅,未满两年,非共有,有抵押 80万元 外资永亨银行 客户偿还,2020-01-16 15:16:03
108400780923,27505,238万,荔湾 南岸路,荷柳苑,3室2厅1厨1卫,中楼层 (共9层),86.53㎡,平层,暂无数据,塔楼,东,钢混结构,简装,一梯两户,有,70年,2019-11-01,商品房,2013-07-02,普通住宅,满五年,非共有,无抵押,2020-01-16 15:16:04
108400523095,19937,188万,番禺 大石,富丽家园富昌花园,3室2厅1厨1卫,中楼层 (共9层),94.3㎡,暂无数据,84.26㎡,塔楼,东南,钢混结构,精装,一梯两户,无,70年,2019-07-03,商品房,2017-06-02,普通住宅,满两年,非共有,无抵押,2020-01-16 15:16:05
108400917883,12049,100万,花都 花东镇,富力金港城北区,2室1厅1厨1卫,中楼层 (共17层),83㎡,平层,83㎡,塔楼,北,钢混结构,精装,两梯五户,有,70年,2020-01-02,商品房,2017-01-11,普通住宅,满两年,非共有,有抵押 30万元 中国银行 业主自还,2020-01-16 15:16:07
108400733036,22090,148万,番禺 市桥,华侨城(番禺),2室1厅1厨1卫,中楼层 (共14层),67㎡,平层,56.2㎡,塔楼,西北,钢混结构,精装,两梯十户,有,70年,2019-10-10,商品房,2005-06-01,普通住宅,满五年,非共有,有抵押 20万元 业主自还,2020-01-16 15:16:08
108400577663,38534,348万,天河 东圃,旭景家园C区,3室2厅1厨1卫,中楼层 (共15层),90.31㎡,平层,74.31㎡,塔楼,东,钢混结构,精装,两梯六户,有,70年,2019-07-28,商品房,2004-08-01,普通住宅,满五年,共有,无抵押,2020-01-16 15:16:09
108400872545,65603,448万,越秀 东山口,东华东路,2室2厅1厨1卫,高楼层 (共9层),68.29㎡,平层,57.48㎡,塔楼,南 北,钢混结构,简装,一梯五户,有,70年,2019-12-12,商品房,2011-04-20,普通住宅,满五年,非共有,无抵押,2020-01-16 15:16:11
108400784387,40281,109万,越秀 农讲所,中山四路,2室1厅1厨1卫,低楼层 (共9层),27.06㎡,平层,22.66㎡,塔楼,南,钢混结构,精装,一梯六户,无,70年,2019-11-03,商品房,2017-04-02,普通住宅,满两年,非共有,无抵押,2020-01-16 15:16:12
108400696780,18585,105万,南沙 万顷沙,珠江源昌花园,2室2厅1厨1卫,高楼层 (共24层),56.5㎡,平层,39.73㎡,塔楼,东北,钢混结构,毛坯,两梯十四户,有,70年,2019-09-22,商品房,2018-12-04,普通住宅,未满两年,非共有,无抵押,2020-01-16 15:16:13
108400710035,35697,282万,白云 黄石,白云骏景家园骏逸轩,2室2厅1厨1卫,中楼层 (共11层),79㎡,平层,66.97㎡,塔楼,东南,钢混结构,简装,一梯六户,有,70年,2019-09-28,商品房,2013-06-06,普通住宅,满五年,非共有,无抵押,2020-01-16 15:16:14
108400897969,28672,123万,白云 景泰,广园云苑新村,1室1厅1厨1卫,中楼层 (共9层),42.9㎡,平层,暂无数据,塔楼,西,钢混结构,简装,一梯五户,无,70年,2019-12-23,商品房,2019-10-07,普通住宅,未满两年,非共有,无抵押,2020-01-16 15:16:16
108400593406,7683,63万,花都 山前大道,美林湖天汇半岛,2室2厅1厨1卫,高楼层 (共18层),82㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,三梯一户,有,70年,2019-08-05,商品房,2016-12-30,普通住宅,满两年,非共有,无抵押,2020-01-16 15:16:17
108400508778,32115,245万,白云 罗冲围,富力桃园,2室1厅1厨1卫,中楼层 (共32层),76.29㎡,平层,61.79㎡,塔楼,西南,钢混结构,简装,两梯六户,有,70年,2019-06-26,商品房,2009-07-22,普通住宅,满五年,非共有,无抵押,2020-01-16 15:16:19
